SNP_A-2298997,0.000414487
SNP_A-1808503,3.82E-05
SNP_A-2259430,0.00025149
SNP_A-2273635,0.000395709
SNP_A-1911292,0.000994792
SNP_A-2211771,0.000637145
SNP_A-1973904,0.000919296
SNP_A-1976617,3.15E-05
SNP_A-2179846,9.31E-05
SNP_A-4304850,0.000718566
SNP_A-4280331,0.000555786
SNP_A-1945737,0.00061147
SNP_A-4199056,0.000544117
SNP_A-2264133,0.000519702
SNP_A-2210932,0.000944609
SNP_A-2103045,0.000569176
SNP_A-1879296,0.000524856
SNP_A-4285420,0.000550644
SNP_A-2031098,0.000845531
SNP_A-2034669,0.000157647
SNP_A-2200909,0.00095676
SNP_A-2264358,0.000489612
SNP_A-1931874,0.000411532
SNP_A-1932405,0.000857939
SNP_A-2273508,0.000637307
SNP_A-2195928,0.00062098
SNP_A-2092745,0.000656403
SNP_A-1876977,0.000409283
SNP_A-4252949,0.000524093
SNP_A-4236177,0.000703129
SNP_A-1988650,0.000902399
SNP_A-1781900,0.000277561
SNP_A-2200359,0.00045221
SNP_A-2155077,1.30E-05
SNP_A-2257958,1.22E-05
SNP_A-2271502,2.34E-06
SNP_A-1923866,0.000229814
SNP_A-4204563,1.62E-06
SNP_A-4261635,0.000603627
SNP_A-2107456,0.000148756
SNP_A-2306698,0.000224993
SNP_A-4290722,0.000956253
SNP_A-4208054,0.00096817
SNP_A-2229241,6.53E-05
SNP_A-2029593,0.000882241
SNP_A-2178493,1.98E-05
SNP_A-1850097,0.000513018
SNP_A-2179892,0.000692947
SNP_A-4298529,0.000650447
SNP_A-4192804,0.000759056
SNP_A-2023371,0.000931218
SNP_A-1966271,0.000698647
SNP_A-2135011,0.000698389
SNP_A-4262439,0.000586325
SNP_A-4290552,0.000477588
SNP_A-4262440,0.000810578
SNP_A-1801484,0.000814233
SNP_A-1952492,0.000532391
SNP_A-1967081,0.000738234
SNP_A-2080890,0.00018228
SNP_A-4243830,0.000194898
SNP_A-4258274,0.000273553
SNP_A-1841835,0.000117178
SNP_A-2156448,7.75E-05
SNP_A-4291117,0.000902158
SNP_A-2087172,0.000417238
SNP_A-1874192,0.000217962
SNP_A-1972003,0.000270851
SNP_A-2161760,0.000695393
SNP_A-4214803,0.000210197
SNP_A-1973374,9.53E-06
SNP_A-4209563,1.23E-05
SNP_A-4273009,0.000291785
SNP_A-2023548,0.000640604
SNP_A-1959340,0.000525717
SNP_A-2282876,0.000598039
SNP_A-2079963,0.000488467
SNP_A-2278301,0.000814838
SNP_A-1853279,0.000198802
SNP_A-2081963,2.52E-05
SNP_A-1974877,0.000236636
SNP_A-2061322,0.000196078
SNP_A-2089233,0.000318625
SNP_A-4227630,0.00025616
SNP_A-1796779,0.000276616
SNP_A-1881670,0.000596803
SNP_A-1975217,0.000468013
SNP_A-1847716,0.000443055
SNP_A-1818120,0.000155278
SNP_A-4263974,0.00039422
SNP_A-1900669,0.0008457
SNP_A-1853265,0.000432373
SNP_A-4275970,0.00058704
SNP_A-4210080,0.000173814
SNP_A-4227649,2.03E-05
SNP_A-2052978,0.000762342
SNP_A-1797415,0.000365153
SNP_A-4264198,0.00045314
SNP_A-2219332,0.00045314
SNP_A-1800318,0.000891006
SNP_A-4222283,0.000453918
SNP_A-1977767,4.90E-05
SNP_A-2122889,0.000709937
SNP_A-4277236,0.000427613
SNP_A-1978069,0.000417253
SNP_A-1924097,0.000111468
SNP_A-2165490,0.000946685
SNP_A-2068375,0.000665498
SNP_A-2232200,0.000899375
SNP_A-4246359,0.000388172
SNP_A-2134612,0.000634234
SNP_A-4292252,0.000453765
SNP_A-4210655,0.000563187
SNP_A-2086661,0.000281926
SNP_A-1979832,0.000901879
SNP_A-2155369,8.63E-05
SNP_A-1897172,0.000571111
SNP_A-1896319,0.000739001
SNP_A-2112600,7.01E-05
SNP_A-2213352,6.66E-05
SNP_A-4210818,0.000687513
SNP_A-2218470,0.000694992
SNP_A-1801711,0.000975987
SNP_A-1814284,0.000786918
SNP_A-2255277,0.000635559
SNP_A-4292043,6.22E-05
SNP_A-4244554,0.000446962
SNP_A-1981998,0.000597977
SNP_A-2133141,0.000996723
SNP_A-1918163,5.72E-05
SNP_A-4235061,4.44E-05
SNP_A-2164637,0.000885638
SNP_A-2303393,0.000579043
SNP_A-1982557,0.000651626
SNP_A-1982558,0.000636622
SNP_A-2170992,0.000658607
SNP_A-1820575,0.000625298
SNP_A-2225467,0.000554206
SNP_A-2011085,0.00052654
SNP_A-2179760,0.000418748
SNP_A-2133590,0.000513065
SNP_A-2288644,0.000418675
SNP_A-2110538,0.000435383
SNP_A-4246670,0.000572249
SNP_A-2172347,0.00093602
SNP_A-1825731,0.000904827
SNP_A-4207579,8.98E-05
SNP_A-1959663,0.000834716
SNP_A-2250136,0.000636764
SNP_A-2130011,8.68E-06
SNP_A-1865569,0.000402135
SNP_A-1910110,0.000583019
SNP_A-2169412,0.000583019
SNP_A-2047564,0.000288429
SNP_A-1811019,0.000400723
SNP_A-1937761,0.000204162
SNP_A-2028137,0.000753347
SNP_A-1852228,0.000785429
SNP_A-2186672,0.000418738
SNP_A-1927570,0.000413624
SNP_A-2154358,0.000282192
SNP_A-1984754,0.000204679
SNP_A-2197593,0.00092494
SNP_A-2131632,0.000815963
SNP_A-2305686,0.000446179
SNP_A-1864079,5.00E-05
SNP_A-2164777,8.39E-05
SNP_A-1985141,6.86E-05
SNP_A-2201322,0.000965089
SNP_A-4277190,0.000528813
SNP_A-2109157,4.03E-05
SNP_A-4296317,7.34E-05
SNP_A-4289677,0.000210462
SNP_A-2199424,0.000385353
SNP_A-4254573,0.000681112
